DataType,SessionID,Delivery,ParticipantID,Progress_Progress,Duration_in_seconds_Duration_in_seconds,Finished_Finished,Q31_I_consent_to_the_University_processing_my_personal_data_for_the_purposes_detailed_above,Q4_Age,Q5_Specialisation,Q8_Stage_of_training__position,Q7_Gender,NFC1_I_would_prefer_complex_to_simple_problems,NFC2_I_like_to_have_the_responsibility_of_handling_a_situation_that_requires_a_lot_of_thinking,NFC3r_Thinking_is_not_my_idea_of_fun,NFC4r_I_would_rather_do_something_that_requires_little_thought_than_something_that_is_sure_to_challenge_my_thinking_abilities,NFC5_I_really_enjoy_a_task_that_involves_coming_up_with_new_solutions_to_problems,NFC6_I_would_prefer_a_task_that_is_intellectual_difficult_and_important_to_one_that_is_somewhat_important_but_does_not_require_much_thought,ExAnSt1_Given_your_current_understanding_how_optimistic_are_you_about_improvement_in_symptoms_in_patients_presenting_with_anxiety_disorder,ExAnSt2_Given_your_current_understanding_how_willing_do_you_think_patients_would_be_to_share_anxiety_disorder_diagnoses,ExAnSt3_Given_your_current_understanding_how_effective_do_you_think_a_combination_of_medication_and_psychotherapy_will_be_to_improve_outcomes_in_anxiety_disorder,ExAnSt4_Given_your_current_understanding_how_effective_do_you_think_psychosocial_interventions_will_be_in_improving_outcomes_in_anxiety_disorder,ExAnSt5_Given_your_current_understanding_how_strong_a_role_do_individuals_have_to_instigate_or_mitigate_their_anxiety,ExAnSt6_Given_your_current_understanding_how_unchangeable_are_an_individuals_anxiety_symptoms,ExAnSt7_Given_your_current_understanding_how_deeply_do_you_feel_you_understand_anxiety_disorders,ExAnSt8_Given_current_public_knowledge_of_anxiety_how_willing_do_you_think_people_are_to_seek_psychiatric_help_for_anxiety,Attention1_If_you_are_paying_attention_to_this_questionnaire_please_select_option_2,EBQ1_Once_people_are_experiencing_negative_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ2_People_cannot_control_their_positive_emotions,EBQ3_There_is_very_little_use_for_negative_emotions,EBQ4_Positive_emotions_are_very_unhelpful_to_people,EBQ5_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_negative_emotions,EBQ6_People_cannot_learn_techniques_to_effectively_control_their_positive_emotions,EBQ7_People_dont_need_their_negative_emotions,EBQ8_There_is_very_little_use_for_positive_emotions,EBQ9_People_cannot_control_their_negative_emotions,EBQ10_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_positive_emotions,EBQ11_Negative_emotions_are_harmful,EBQ12_People_dont_need_their_positive_emotions,EBQ13_People_cannot_learn_techniques_to_effectively_control_their_negative_emotions,EBQ14_Once_people_are_experiencing_positive_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ15_The_presence_of_negative_emotions_is_a_bad_thing_for_people,EBQ16_Positive_emotions_are_harmful,password_continue_Please_enter_the_password_here,Q38_How_would_you_rate_your_comprehension_of_the_presentation,Q88_Do_you_think_this_information_is_useful_for_patients,Q90_Do_you_think_this_information_is_useful_for_clinicians,ExAnSt21_Given_the_information_provided_in_this_education_session_how_optimistic_are_you_about_improvement_in_symptoms_in_patients_presenting_with_anxiety_disorder,ExAnSt22_Given_the_information_provided_in_this_education_session_how_willing_do_you_think_patients_would_be_to_share_anxiety_disorder_diagnoses,ExAnSt23_Given_the_information_provided_in_this_education_session_how_effective_do_you_think_a_combination_of_medication_and_psychotherapy_will_be_to_improve_outcomes_in_anxiety_disorder,ExAnSt24_Given_the_information_provided_in_this_education_session_how_effective_do_you_think_psychosocial_interventions_will_be_in_improving_outcomes_in_anxiety_disorder,ExAnSt25_Given_the_information_provided_in_this_education_session_how_strong_a_role_do_individuals_have_to_instigate_or_mitigate_their_anxiety,ExAnSt26_Given_the_information_provided_in_this_education_session_how_unchangeable_are_an_individuals_anxiety_symptoms,ExAnSt27_Given_the_information_provided_in_this_education_session_how_deeply_do_you_feel_you_understand_anxiety_disorders,ExAnSt28_If_the_information_provided_in_this_education_session_was_publicly_known_how_willing_do_you_think_people_would_be_to_seek_psychiatric_help_for_anxiety,Attention2_If_you_are_paying_attention_to_this_questionnaire_please_select_option_2,EBQ21_Once_people_are_experiencing_negative_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ22_People_cannot_control_their_positive_emotions,EBQ23_There_is_very_little_use_for_negative_emotions,EBQ24_Positive_emotions_are_very_unhelpful_to_people,EBQ25_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_negative_emotions,EBQ26_People_cannot_learn_techniques_to_effectively_control_their_positive_emotions,EBQ27_People_dont_need_their_negative_emotions,EBQ28_There_is_very_little_use_for_positive_emotions,EBQ29_People_cannot_control_their_negative_emotions,EBQ210_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_positive_emotions,EBQ211_Negative_emotions_are_harmful,EBQ212_People_dont_need_their_positive_emotions,EBQ213_People_cannot_learn_techniques_to_effectively_control_their_negative_emotions,EBQ214_Once_people_are_experiencing_positive_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ215_The_presence_of_negative_emotions_is_a_bad_thing_for_people,EBQ216_Positive_emotions_are_harmful
Evo,Evo_3,0,Evo_3-6,100,3037,1,1,30,Psychiatry,CT3,2,1,1,1,1,6,1,5,2,7,7,6,3,4,4,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,3,4,4,5,4,7,7,7,6,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_3,0,Evo_3-7,100,3216,1,1,29,Psychiatry,Specialty Doctor,2,2,6,1,1,5,2,6,5,7,6,6,4,4,2,2,3,3,1,1,1,4,1,2,4,4,1,4,1,2,1,4,continue,4,2,3,4,4,3,5,4,6,4,5,2,4,4,1,4,4,1,1,4,4,4,1,4,1,4,1,4
Evo,Evo_3,0,Evo_3-8,100,2998,1,1,39,Psychiatry,CT1,2,2,2,5,3,3,2,4,4,6,6,4,4,7,3,7,3,4,3,1,2,2,1,1,2,2,2,1,2,2,2,1,continue,4,5,5,5,4,6,5,5,5,5,4,2,3,4,2,1,2,2,2,1,3,2,2,1,1,2,1,1
Evo,Evo_3,0,Evo_3-9,7,43,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-10,7,37,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-11,7,26,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-12,7,24,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-13,7,109,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-14,1,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-15,30,387,0,1,33,General adult,ST4,2,5,3,2,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-16,21,182,0,1,38,Psychiatry,SAS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-17,14,125,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-18,1,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-19,14,129,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-20,7,128,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-21,0,195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-22,1,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-23,62,550,0,1,28,Psychiatry,CT1,1,3,5,3,3,2,5,7,1,7,7,5,2,3,3,2,2,2,1,1,1,1,2,1,4,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-24,30,459,0,1,42,Old Age Psychiatry,SAS,2,1,5,2,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-25,21,603,0,1,38,Psychiatry,Fellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-26,1,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-27,21,1025,0,1,39,Psychiatry-core training,Ct1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-28,62,699,0,1,30,Psychiatry,Physician Associate (not doctor),2,6,6,1,1,6,6,5,3,6,7,5,3,6,6,2,2,3,1,1,2,2,1,1,2,2,4,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-29,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-30,62,2606,0,1,33,General Adult Psychiatry,Speciality Dr,2,5,6,5,5,5,6,6,4,7,7,5,2,5,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-31,68,2632,0,1,37,Psychiatry,Cote trainee,2,2,5,2,2,6,5,5,5,6,4,6,2,5,3,2,1,2,2,2,1,2,2,1,2,1,5,2,1,1,3,2,continue,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-32,62,2942,0,2,69,General Adult Psychiatry,Consultant,1,5,6,1,1,6,6,4,6,7,7,6,6,7,4,2,7,1,2,3,2,1,1,1,2,2,3,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-33,30,813,0,1,38,Psychiatry,Speciality Doctor,1,3,5,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-34,21,3487,0,1,48,Old Age Psychiatry,SAS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-35,62,1130,0,1,45,Adult psychiatrist,Consultant,2,5,5,2,2,5,5,5,5,7,7,4,5,6,5,2,1,2,3,1,1,2,3,1,2,1,3,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-36,62,7270,0,1,38,Psychiatry,SAS,1,6,6,1,1,6,6,7,5,7,5,6,3,5,5,2,3,3,3,2,2,2,4,1,2,3,4,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-37,1,5360,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-38,1,85291,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_3,0,Evo_3-39,1,228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-1,100,3267,1,1,32,Psychiatry,NCHD,1,3,3,2,2,2,3,5,4,6,5,4,3,4,5,6,5,3,3,3,3,3,6,3,4,3,7,2,4,3,6,3,continue,4,5,5,5,4,7,7,5,5,5,4,2,3,3,3,3,4,3,7,3,6,3,6,3,3,3,6,3
Evo,Evo_4,0,Evo_4-2,100,3268,1,2,39,Psychiatry,Registrar,2,3,3,2,2,3,3,6,4,7,7,4,4,5,4,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,continue,4,4,5,7,7,7,7,7,6,6,6,2,1,1,3,2,1,2,2,3,1,1,2,3,1,2,1,1
Evo,Evo_4,0,Evo_4-3,100,3168,1,1,56,Psychiatry of Later Life,Independent Consultant,1,6,3,1,1,6,5,7,4,7,7,5,1,6,5,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,continue,4,5,5,7,5,5,7,7,7,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_4,0,Evo_4-4,100,3310,1,1,36,Psychiatry,Registrar,1,3,3,3,2,6,3,5,4,7,5,6,4,4,6,2,4,4,4,4,4,4,4,4,4,1,4,1,1,1,1,1,continue,3,3,4,6,6,7,5,5,6,5,6,2,2,2,3,2,1,1,3,1,2,2,3,2,2,2,2,2
Evo,Evo_4,0,Evo_4-5,100,3340,1,2,34,Psychiatry,Registrar,2,1,1,1,6,1,1,5,4,7,7,4,4,5,3,2,4,1,1,4,1,1,1,4,4,4,3,3,3,3,6,5,continue,3,3,4,7,5,7,7,5,7,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_4,0,Evo_4-6,100,3667,1,1,50,General Adult Psychiatry,Consultant,1,3,3,3,3,3,3,6,5,6,4,5,5,6,6,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,2,2,continue,5,5,5,7,7,7,7,7,7,7,7,2,1,1,3,1,1,1,1,1,1,1,2,1,1,7,2,1
Evo,Evo_4,0,Evo_4-7,100,3755,1,1,48,Intellectual psychiatry,Registrar,2,3,3,5,2,3,3,4,4,6,5,6,2,4,5,1,3,3,2,1,1,3,1,1,2,3,1,1,2,3,1,1,continue,3,4,5,6,6,7,7,5,4,5,6,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
Evo,Evo_4,0,Evo_4-8,0,101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-9,0,183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-10,7,154,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-11,1,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-12,62,2965,0,1,35,Psychiatry,NCHD,2,3,5,3,3,2,3,4,5,5,5,4,4,4,5,4,4,5,5,3,5,5,5,5,3,3,5,3,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-13,62,3264,0,1,63,Adult psychiatrist,Consultant,1,3,3,3,3,6,5,4,4,4,2,4,5,7,5,2,2,3,5,1,3,3,3,1,5,3,5,1,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-14,30,309,0,2,27,Psychiatry,Foundation year,1,5,5,2,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-15,62,371,0,1,63,Psychiatrist,Consultant,1,6,6,6,6,6,6,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-16,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-17,1,8811,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_4,0,Evo_4-18,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-1,100,3192,1,2,29,Psychiatry,CT1,2,3,2,3,3,5,6,6,2,7,5,6,4,5,2,2,2,4,4,1,2,2,1,1,2,2,1,1,1,1,1,1,continue,5,5,5,6,5,7,6,6,7,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_5,0,Evo_5-2,100,3145,1,1,51,General Adult Psychiatry,Consultant,2,3,3,2,5,5,3,6,3,6,5,7,3,5,4,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,continue,3,3,3,6,5,4,5,7,6,4,4,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,3
Evo,Evo_5,0,Evo_5-3,100,2716,1,1,40,GA psychiatry,Consultant,2,6,6,1,2,6,2,5,5,5,5,5,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,continue,3,4,4,5,6,5,6,5,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
Evo,Evo_5,0,Evo_5-4,100,2843,1,1,31,Psychiatry,ST4,1,3,5,3,5,3,2,6,5,7,6,6,1,5,5,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,1,continue,4,4,4,6,6,6,6,7,6,6,6,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,7,1
