EduType,SessionID,Delivery,ParticipantID,Progress_Progress,Duration_in_seconds_Duration_in_seconds,Q31_I_consent_to_the_University_processing_my_personal_data_for_the_purposes_detailed_above,Q4_Age,Q5_Specialisation,Q8_Stage_of_training__position,Q7_Gender,NFC1_I_would_prefer_complex_to_simple_problems,NFC2_I_like_to_have_the_responsibility_of_handling_a_situation_that_requires_a_lot_of_thinking,NFC3r_Thinking_is_not_my_idea_of_fun,NFC4r_I_would_rather_do_something_that_requires_little_thought_than_something_that_is_sure_to_challenge_my_thinking_abilities,NFC5_I_really_enjoy_a_task_that_involves_coming_up_with_new_solutions_to_problems,NFC6_I_would_prefer_a_task_that_is_intellectual_difficult_and_important_to_one_that_is_somewhat_important_but_does_not_require_much_thought,ExAnSt1_Given_your_current_understanding_how_optimistic_are_you_about_improvement_in_symptoms_in_patients_presenting_with_anxiety_disorder,ExAnSt2_Given_your_current_understanding_how_willing_do_you_think_patients_would_be_to_share_anxiety_disorder_diagnoses,ExAnSt3_Given_your_current_understanding_how_effective_do_you_think_a_combination_of_medication_and_psychotherapy_will_be_to_improve_outcomes_in_anxiety_disorder,ExAnSt4_Given_your_current_understanding_how_effective_do_you_think_psychosocial_interventions_will_be_in_improving_outcomes_in_anxiety_disorder,ExAnSt5_Given_your_current_understanding_how_strong_a_role_do_individuals_have_to_instigate_or_mitigate_their_anxiety,ExAnSt6_Given_your_current_understanding_how_unchangeable_are_an_individuals_anxiety_symptoms,ExAnSt7_Given_your_current_understanding_how_deeply_do_you_feel_you_understand_anxiety_disorders,ExAnSt8_Given_current_public_knowledge_of_anxiety_how_willing_do_you_think_people_are_to_seek_psychiatric_help_for_anxiety,Attention1_If_you_are_paying_attention_to_this_questionnaire_please_select_option_2,EBQ1_Once_people_are_experiencing_negative_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ2_People_cannot_control_their_positive_emotions,EBQ3_There_is_very_little_use_for_negative_emotions,EBQ4_Positive_emotions_are_very_unhelpful_to_people,EBQ5_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_negative_emotions,EBQ6_People_cannot_learn_techniques_to_effectively_control_their_positive_emotions,EBQ7_People_dont_need_their_negative_emotions,EBQ8_There_is_very_little_use_for_positive_emotions,EBQ9_People_cannot_control_their_negative_emotions,EBQ10_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_positive_emotions,EBQ11_Negative_emotions_are_harmful,EBQ12_People_dont_need_their_positive_emotions,EBQ13_People_cannot_learn_techniques_to_effectively_control_their_negative_emotions,EBQ14_Once_people_are_experiencing_positive_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ15_The_presence_of_negative_emotions_is_a_bad_thing_for_people,EBQ16_Positive_emotions_are_harmful,password_continue_Please_enter_the_password_here,Q38_How_would_you_rate_your_comprehension_of_the_presentation,Q88_Do_you_think_this_information_is_useful_for_patients,Q90_Do_you_think_this_information_is_useful_for_clinicians,ExAnSt21_Given_the_information_provided_in_this_education_session_how_optimistic_are_you_about_improvement_in_symptoms_in_patients_presenting_with_anxiety_disorder,ExAnSt22_Given_the_information_provided_in_this_education_session_how_willing_do_you_think_patients_would_be_to_share_anxiety_disorder_diagnoses,ExAnSt23_Given_the_information_provided_in_this_education_session_how_effective_do_you_think_a_combination_of_medication_and_psychotherapy_will_be_to_improve_outcomes_in_anxiety_disorder,ExAnSt24_Given_the_information_provided_in_this_education_session_how_effective_do_you_think_psychosocial_interventions_will_be_in_improving_outcomes_in_anxiety_disorder,ExAnSt25_Given_the_information_provided_in_this_education_session_how_strong_a_role_do_individuals_have_to_instigate_or_mitigate_their_anxiety,ExAnSt26_Given_the_information_provided_in_this_education_session_how_unchangeable_are_an_individuals_anxiety_symptoms,ExAnSt27_Given_the_information_provided_in_this_education_session_how_deeply_do_you_feel_you_understand_anxiety_disorders,ExAnSt28_If_the_information_provided_in_this_education_session_was_publicly_known_how_willing_do_you_think_people_would_be_to_seek_psychiatric_help_for_anxiety,Attention2_If_you_are_paying_attention_to_this_questionnaire_please_select_option_2,EBQ21_Once_people_are_experiencing_negative_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ22_People_cannot_control_their_positive_emotions,EBQ23_There_is_very_little_use_for_negative_emotions,EBQ24_Positive_emotions_are_very_unhelpful_to_people,EBQ25_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_negative_emotions,EBQ26_People_cannot_learn_techniques_to_effectively_control_their_positive_emotions,EBQ27_People_dont_need_their_negative_emotions,EBQ28_There_is_very_little_use_for_positive_emotions,EBQ29_People_cannot_control_their_negative_emotions,EBQ210_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_positive_emotions,EBQ211_Negative_emotions_are_harmful,EBQ212_People_dont_need_their_positive_emotions,EBQ213_People_cannot_learn_techniques_to_effectively_control_their_negative_emotions,EBQ214_Once_people_are_experiencing_positive_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ215_The_presence_of_negative_emotions_is_a_bad_thing_for_people,EBQ216_Positive_emotions_are_harmful
Evo,Evo_5,0,Evo_5-2,100,3145,1,51,General Adult Psychiatry,Consultant,2,3,3,2,5,5,3,6,3,6,5,7,3,5,4,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,continue,3,3,3,6,5,4,5,7,6,4,4,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,3
Evo,Evo_5,0,Evo_5-3,100,2716,1,40,GA psychiatry,Consultant,2,6,6,1,2,6,2,5,5,5,5,5,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,continue,3,4,4,5,6,5,6,5,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
Evo,Evo_5,0,Evo_5-4,100,2843,1,31,Psychiatry,ST4,1,3,5,3,5,3,2,6,5,7,6,6,1,5,5,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,1,continue,4,4,4,6,6,6,6,7,6,6,6,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,7,1
Evo,Evo_5,0,Evo_5-5,100,3248,1,42,GA psychiatry,St5,2,6,6,6,1,6,6,5,6,6,7,7,6,6,5,2,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1,continue,5,5,5,7,6,7,7,6,7,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_5,0,Evo_5-6,100,3142,1,48,Old age psychiatry,Specialty doctor,2,5,3,5,5,6,3,5,4,6,7,6,3,6,3,2,1,5,2,2,1,2,1,1,1,2,3,2,1,3,2,4,continue,4,5,5,5,5,6,4,4,5,4,4,2,2,4,2,3,3,2,2,2,3,3,3,1,2,2,3,4
Evo,Evo_5,0,Evo_5-7,100,3296,1,28,Psychiatry,Core trainee,2,3,3,2,2,3,3,5,4,7,7,5,6,4,5,2,4,4,4,4,1,1,4,4,4,4,4,4,7,1,4,4,continue,4,3,4,5,4,6,5,4,4,4,4,2,4,4,4,4,4,7,1,1,4,1,4,4,1,4,4,4
Evo,Evo_5,0,Evo_5-9,100,2780,1,56,General adult psychiatry,Consultant,2,5,5,1,3,6,5,5,3,7,7,5,4,6,3,2,1,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,continue,4,4,4,7,3,7,7,7,5,6,5,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1
Evo,Evo_5,0,Evo_5-10,100,3263,1,66,General Adult Psychiatry,Consultant,1,5,5,3,5,6,5,4,4,7,5,5,4,5,3,2,2,3,4,3,2,2,3,2,3,3,6,2,2,3,3,3,continue,3,3,4,5,5,6,6,6,5,5,7,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,4,3
Evo,Evo_5,0,Evo_5-11,100,3382,1,52,psychiatry of ID,consultant,2,5,5,2,1,6,3,6,5,6,7,6,2,5,4,2,1,2,2,1,1,1,2,1,2,1,3,1,1,1,2,1,continue,4,4,5,6,6,6,6,6,6,5,4,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2
Evo,Evo_6,0,Evo_6-1,100,3076,1,28,Psychiatry,CT1,1,1,6,1,1,6,6,4,4,5,5,4,3,5,6,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,continue,3,3,3,4,4,5,5,5,4,5,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_6,0,Evo_6-2,100,3069,1,36,Forensic psy,St6,2,3,6,1,1,3,6,2,6,3,6,5,5,5,6,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,3,3,4,2,5,4,6,5,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_6,0,Evo_6-3,100,3133,1,35,Psychiatry,Consultant,1,3,5,2,2,5,3,6,5,7,6,6,5,5,5,2,2,3,3,3,2,1,2,2,3,3,3,3,2,2,4,2,continue,4,4,4,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,3,2
Evo,Evo_6,0,Evo_6-4,100,3158,1,34,Child psychiatry,Specialty doctor,2,3,3,3,2,6,3,7,4,7,7,6,3,5,3,2,1,1,1,1,1,2,2,1,3,1,4,1,1,1,1,1,continue,3,4,4,6,5,7,7,6,4,5,5,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1
Evo,Evo_6,0,Evo_6-5,100,3153,1,33,Psychiatry,Core trainee -year 2,2,3,3,1,1,5,3,5,5,7,6,5,2,6,2,2,3,3,1,1,1,4,1,1,6,4,4,1,2,2,1,1,continue,3,3,5,5,4,7,6,6,5,6,3,2,2,2,2,2,2,3,1,2,6,4,1,1,2,3,1,1
Evo,Evo_6,0,Evo_6-7,100,3254,1,30,Psychiatry,CT3,2,3,3,1,2,5,5,4,3,6,4,2,4,5,3,2,3,3,2,2,3,2,1,2,6,2,3,2,2,3,2,2,continue,4,3,5,3,4,6,5,4,3,5,5,2,5,5,3,3,5,3,2,2,5,4,2,2,2,3,2,2
Evo,Evo_6,0,Evo_6-8,100,3182,1,35,General Pyschiatry,Registrar,1,2,5,6,1,6,3,7,2,7,7,4,2,5,4,2,1,4,2,1,2,4,4,1,1,4,6,1,1,2,6,1,continue,3,4,3,7,4,7,4,4,4,4,5,2,4,4,4,1,4,4,4,1,4,4,7,1,1,4,4,1
Evo,Evo_7,1,Evo_7-1,100,2646,1,29,Psychiatry,CT1,1,3,5,2,2,5,2,6,5,6,6,6,2,5,5,2,2,3,2,1,2,3,1,1,2,3,2,1,1,2,2,1,continue,4,3,3,5,5,6,6,5,2,5,5,2,2,3,1,1,1,3,1,1,1,3,2,1,2,3,2,1
Evo,Evo_7,1,Evo_7-2,100,2648,1,31,Psychiatry,Foundation year 2,2,5,6,2,2,5,5,6,6,5,6,6,4,3,7,2,1,2,1,1,1,1,1,1,1,1,3,1,2,2,3,1,continue,4,5,5,5,6,6,6,6,5,4,7,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1
Evo,Evo_7,1,Evo_7-4,100,2645,1,36,GPST2,St2,2,5,5,2,2,5,3,5,4,5,4,4,3,3,3,2,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,continue,3,4,4,5,4,5,5,5,5,2,4,2,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1
Evo,Evo_7,1,Evo_7-5,100,2669,1,25,General adult psychiatry,Fy2,2,5,3,1,3,6,3,5,6,5,6,6,7,2,3,2,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,continue,3,5,5,6,6,6,6,6,5,5,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_7,1,Evo_7-6,100,2673,1,37,General Adult Psychiatry,Consultant,2,2,3,1,2,5,3,5,4,6,6,6,2,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,4,5,5,6,5,6,6,6,6,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_7,1,Evo_7-7,100,2336,1,25,Foundation,Fy2,1,3,5,1,2,6,5,5,5,6,4,7,3,4,3,2,3,5,1,1,1,1,1,1,3,3,4,1,1,3,5,1,continue,4,5,5,7,4,7,6,7,6,4,5,2,3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1
Evo,Evo_7,1,Evo_7-8,100,2686,1,25,None,Fy2,1,2,2,5,5,6,3,5,5,6,5,2,3,6,6,2,3,3,2,1,3,5,1,1,2,5,1,1,3,4,5,1,continue,4,5,5,6,6,7,6,6,6,6,7,2,2,5,2,6,2,4,2,1,2,3,2,1,2,3,5,1
Evo,Evo_7,1,Evo_7-9,100,2681,1,51,Eating disorders psychiatry,Consultant psychiatrist,1,3,3,2,2,5,5,5,4,6,6,4,2,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,5,5,5,7,4,7,7,7,6,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_7,1,Evo_7-10,100,2680,1,43,Old Age Psychiatry,Consultant,2,3,3,3,3,3,3,4,4,7,7,7,5,4,1,2,3,3,2,1,3,5,1,1,2,1,2,1,1,2,2,1,continue,4,4,4,4,3,5,6,3,4,5,5,2,3,3,1,1,3,3,1,1,2,3,1,1,3,3,1,1
Evo,Evo_7,1,Evo_7-11,100,2699,1,29,Psychiatry core trainee,CT2,2,3,5,2,2,2,5,4,5,7,6,6,2,5,5,2,2,5,1,1,2,5,1,1,3,3,3,1,2,3,1,2,continue,3,3,3,6,5,7,6,6,6,5,4,2,2,3,1,1,3,3,1,1,2,2,1,1,2,3,2,2
Evo,Evo_7,1,Evo_7-12,100,2773,1,30,GP trainee,GPST2,2,3,3,2,2,3,5,3,3,5,6,5,5,2,5,2,1,5,2,1,3,1,2,1,5,5,3,1,1,4,3,1,continue,4,5,5,5,6,7,5,6,4,6,5,2,3,5,1,1,3,4,1,1,3,4,2,1,2,5,3,1
Evo,Evo_7,1,Evo_7-13,100,2830,1,41,Medical psychotherapy,Consultant,1,5,5,2,3,5,5,4,2,5,3,7,4,7,3,2,1,1,1,1,1,1,1,1,1,1,2,1,6,1,2,2,continue,5,5,5,4,4,6,5,7,6,7,5,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2
Evo,Evo_8,0,Evo_8-1,100,2759,1,NA,NA,Psychology,2,2,2,2,2,5,2,5,3,6,6,5,4,5,4,2,2,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,continue,4,5,5,7,4,7,6,4,5,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_8,0,Evo_8-2,100,2800,1,57,Forensic Psychiatry,Consultant,2,6,6,1,1,3,6,5,2,7,7,7,4,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,3,2,2,5,5,6,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_8,0,Evo_8-3,100,2866,1,N/A,Psychologist,Qualified,2,3,5,3,1,5,5,6,3,7,6,5,2,5,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,continue,3,4,4,6,5,6,6,6,5,5,6,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2
Evo,Evo_8,0,Evo_8-5,100,2963,1,39,Forensic psychiatry,Consultant,2,5,5,1,1,5,5,6,4,5,6,5,4,5,4,2,2,1,2,2,3,2,2,1,2,2,3,1,2,2,3,1,continue,4,4,4,6,5,6,7,6,6,6,5,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1
Evo,Evo_9,0,Evo_9-1,100,2117,1,38,GA psychiatry,St5,2,3,5,2,2,5,2,5,5,7,7,4,5,5,4,2,2,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,continue,3,3,3,4,5,7,4,5,6,5,4,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1
Evo,Evo_9,0,Evo_9-2,100,2084,1,39,Psychiatry,ST6,2,2,5,2,2,5,5,6,6,7,7,4,2,5,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,continue,3,3,3,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2
Evo,Evo_9,0,Evo_9-3,100,2105,1,33,Psychiatry,St6,2,3,5,2,2,2,5,5,5,6,6,5,2,5,3,2,1,3,1,1,2,2,1,1,2,2,4,1,2,2,2,3,continue,4,5,5,7,5,7,7,6,7,6,6,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
Evo,Evo_9,0,Evo_9-4,100,2103,1,39,Psychiatry,ST5,1,6,6,1,1,6,6,5,5,6,6,6,4,5,6,2,1,4,3,5,2,3,2,3,3,3,3,3,2,3,3,2,continue,4,5,5,5,6,6,6,6,5,6,6,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2
Evo,Evo_9,0,Evo_9-5,100,2131,1,29,Old age psychiatry,ST4,2,3,3,2,3,2,3,5,3,5,5,7,3,4,4,2,2,2,1,1,2,2,2,1,2,2,4,1,2,2,2,1,continue,4,5,5,5,4,6,5,6,2,5,5,2,2,6,1,1,2,2,1,1,1,2,2,2,2,2,2,2
Evo,Evo_9,0,Evo_9-6,100,2075,1,29,Psychiatry,ST4,1,3,6,1,1,6,6,5,4,6,6,7,1,6,5,2,1,1,1,2,1,1,1,1,4,1,4,1,1,1,1,1,continue,5,5,5,6,5,7,7,7,6,6,7,2,1,6,1,1,1,1,1,1,4,1,1,1,1,1,1,1
Evo,Evo_9,0,Evo_9-7,100,2048,1,33years,Psychiatry,ST5,2,5,3,3,2,5,3,5,5,5,5,6,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,3,5,5,5,6,6,5,6,6,5,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_9,0,Evo_9-8,100,2174,1,39,General Adult Psychiaty,ST5,1,5,6,1,2,6,6,4,2,5,6,6,2,6,5,2,1,4,1,1,1,3,1,1,3,1,4,1,1,2,1,1,continue,5,5,5,6,7,7,7,7,6,7,7,2,1,4,1,1,1,4,1,1,1,4,4,1,1,4,2,1
Evo,Evo_9,0,Evo_9-9,100,2148,1,36,Psychiatry,ST5,2,6,6,1,5,5,6,4,3,6,7,3,7,4,4,2,2,2,2,1,1,2,1,1,2,1,3,1,2,2,2,2,continue,4,3,5,5,5,6,5,4,5,6,6,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
Evo,Evo_9,0,Evo_9-10,100,2192,1,37,General Adult Psychiatry,ST4,2,3,5,1,1,6,6,3,3,6,5,6,5,4,3,2,5,5,4,2,5,4,1,1,3,3,2,3,1,1,1,1,continue,4,4,4,4,4,5,6,6,4,4,5,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_9,0,Evo_9-11,100,2184,1,31,Psychiatry,St5,2,2,2,2,2,2,3,5,4,6,7,6,2,5,4,2,1,2,1,1,1,1,3,1,2,1,3,1,1,2,3,1,continue,2,3,2,4,4,4,5,4,4,4,5,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1
Evo,Evo_9,0,Evo_9-12,100,1914,1,33,Old age psychiatry,Registrar st4,2,3,3,2,3,2,3,4,5,5,4,2,2,5,4,2,5,5,1,1,5,1,1,1,5,5,1,1,2,5,1,1,continue,4,5,5,5,3,6,5,5,5,6,6,2,4,3,1,1,3,2,1,1,5,1,1,1,1,3,1,1
Evo,Evo_9,0,Evo_9-13,100,2223,1,38,General Psychiatry,ST5,2,3,3,3,3,3,3,3,3,3,4,3,3,5,3,2,3,3,3,2,4,4,1,1,3,3,3,1,3,3,2,2,continue,3,3,3,4,4,4,4,6,3,4,5,2,3,3,1,1,3,4,1,1,3,3,1,1,5,3,1,1
Evo,Evo_9,0,Evo_9-14,100,2261,1,40,Old age psychiatry,Specialty Trainee ST4,2,3,5,1,2,6,2,5,5,6,4,7,3,5,4,2,3,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,continue,4,4,3,6,5,6,5,5,5,6,5,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
Evo,Evo_9,0,Evo_9-15,100,2373,1,35,General Adult Psychiatry,ST6,1,5,5,3,2,5,5,5,3,5,5,5,2,4,5,2,3,3,2,2,1,1,1,1,1,1,3,1,1,1,1,1,continue,4,4,4,4,6,5,5,2,6,5,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Gen,Gen_10,0,Gen_10-1,100,2685,1,28,Psychiatry,CT3,2,5,6,1,1,5,5,5,5,7,7,6,2,5,4,2,1,1,1,1,1,1,1,1,2,3,4,1,1,1,2,1,continue,4,3,4,5,5,5,4,4,5,5,5,2,1,1,1,1,1,2,1,1,3,3,2,1,2,2,4,1
Gen,Gen_10,0,Gen_10-2,100,2458,1,29,Psychiatry,SAS,1,3,3,3,2,5,5,7,3,7,5,4,1,5,3,2,1,4,3,2,1,1,2,2,6,2,2,1,1,1,2,2,continue,4,3,4,5,4,7,5,4,7,6,4,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1
Gen,Gen_10,0,Gen_10-5,100,2859,1,42,General Adult,ST4,2,3,5,1,1,5,6,4,5,6,6,5,3,4,3,2,4,4,1,1,3,4,1,1,5,5,1,1,4,4,1,1,continue,2,3,3,5,3,4,4,3,4,3,4,2,3,3,1,1,5,4,1,1,4,4,1,1,3,3,1,1
Gen,Gen_10,0,Gen_10-6,100,2859,1,31,gp,gpts2,1,3,5,1,2,6,5,4,6,6,5,6,1,6,3,2,1,4,1,1,1,1,1,1,1,1,4,1,1,1,2,4,continue,3,2,3,5,7,6,6,7,7,6,4,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,4
Gen,Gen_2,0,Gen_2-1,100,2208,1,35,Psychiatry higher trainee older adult,ST4,2,5,5,2,2,5,3,5,5,4,5,5,5,4,5,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,continue,3,2,2,5,5,5,5,5,6,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Gen,Gen_2,0,Gen_2-2,100,1988,1,25,Psychiatry,Fy2,2,3,5,2,2,5,5,6,5,3,6,5,5,4,5,2,2,5,6,2,4,3,2,2,3,3,5,2,3,4,2,3,continue,3,3,4,5,4,4,6,6,5,4,5,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Gen,Gen_2,0,Gen_2-3,100,2441,1,38,Old age psychiatry,Locum specialty Doctor,1,1,2,5,5,3,2,4,6,7,6,5,7,5,5,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,continue,3,4,4,7,6,7,7,5,7,5,6,2,1,1,2,2,3,1,2,1,2,1,2,1,1,1,2,1
Gen,Gen_2,0,Gen_2-4,100,2501,1,49,psychiatry,consultant,1,3,5,1,2,5,5,5,3,6,6,6,3,6,4,2,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,continue,4,4,4,5,4,5,5,6,4,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gen,Gen_2,0,Gen_2-5,100,2490,1,35,Acute & urgent mental health care,Trainee Advanced Clinical Practitioner,2,3,3,2,2,5,3,7,4,7,7,6,1,5,3,2,1,1,3,2,2,2,1,1,2,2,5,2,2,2,2,2,continue,3,4,4,5,3,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2
Gen,Gen_2,0,Gen_2-6,100,2766,1,40,Trainee advanced clinical practitioner,Trainee year 1,2,1,6,6,1,5,5,7,4,7,7,7,6,5,4,2,2,2,1,1,7,1,1,1,2,1,1,1,1,2,1,2,continue,4,3,4,7,4,7,7,5,6,6,4,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1
Gen,Gen_2,0,Gen_2-7,100,2412,1,50,General Adult Psychiatry,Consultant,2,3,3,2,5,5,5,4,4,5,5,4,3,5,5,2,2,3,1,4,4,4,1,4,3,4,3,4,2,4,1,1,continue,3,3,2,5,4,4,5,4,4,4,4,2,4,4,1,1,4,2,1,4,3,5,4,4,2,4,1,1
Gen,Gen_2,0,Gen_2-9,100,2486,1,43,Mental health nurse,Trainee ACP,2,3,3,5,3,6,3,7,6,7,7,7,4,5,4,2,1,1,4,1,1,1,4,4,1,1,4,4,1,1,4,4,continue,4,4,5,7,6,5,7,7,3,4,5,2,4,4,4,4,1,1,7,1,1,1,1,1,1,1,1,1
Gen,Gen_2,0,Gen_2-10,100,2530,1,63,General Adult,consultant,1,3,3,5,5,5,3,5,6,7,5,6,6,4,2,2,2,2,3,6,6,1,3,3,2,2,3,3,2,3,3,3,continue,4,4,4,4,6,6,6,6,3,7,6,2,1,2,3,3,2,1,3,3,6,5,3,7,2,3,3,3
Gen,Gen_2,0,Gen_2-11,100,2494,1,32,Psychiatry,CT,1,2,3,3,3,5,2,5,6,6,6,7,3,4,5,2,2,3,2,1,2,3,1,1,2,2,3,1,1,3,2,1,continue,4,4,5,5,6,6,5,5,4,4,5,2,3,3,1,1,2,2,2,1,3,2,3,1,2,1,2,2
Gen,Gen_2,0,Gen_2-12,100,2513,1,54,old age psychiatry,ST5,2,3,3,3,2,6,6,7,7,7,7,7,7,5,4,2,1,1,4,1,2,1,4,1,6,4,4,1,7,4,7,3,continue,3,3,3,7,5,6,5,7,5,5,5,2,1,1,4,1,4,7,1,4,4,4,4,1,4,4,4,4
Gen,Gen_2,0,Gen_2-14,100,2976,1,57,General Adult psychiatry,Specialty Doctor,2,3,6,1,1,5,6,5,2,7,4,5,4,6,3,2,1,1,4,6,1,3,3,1,1,3,7,1,1,1,5,1,continue,3,3,3,5,4,5,5,5,4,4,4,2,1,5,1,3,1,2,1,1,3,1,3,1,1,1,3,1
Gen,Gen_2,0,Gen_2-15,100,3052,1,66,Psychiatry,Consultant,1,5,3,1,1,5,5,3,4,7,7,4,3,5,4,2,2,2,4,1,2,2,4,1,3,2,6,1,2,4,6,1,continue,4,3,4,6,7,6,6,5,5,5,5,2,3,2,6,1,1,4,5,1,4,4,6,1,2,4,6,1
Gen,Gen_2,0,Gen_2-16,100,3323,1,33,Psychiatry,SAS doctor,1,6,6,1,1,6,6,5,5,7,5,5,4,7,3,2,1,2,3,1,1,1,1,1,2,1,3,1,1,1,2,1,continue,3,4,4,6,4,7,7,5,5,7,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gen,Gen_3,1,Gen_3-2,100,4128,1,58,Adult Psychiatry,Consultant,1,3,3,1,2,5,3,6,4,6,6,6,1,5,5,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,continue,4,1,1,4,4,3,7,4,7,4,4,2,1,1,2,2,1,1,3,1,1,1,3,1,1,1,3,1
Gen,Gen_3,1,Gen_3-3,100,4082,1,27,Psychiatry,SHO,1,2,2,3,3,5,5,5,5,6,5,5,5,4,4,2,2,4,2,1,2,2,2,2,2,2,3,1,2,2,2,2,continue,4,5,5,6,7,6,6,6,5,6,7,2,2,4,1,2,2,2,3,2,2,2,2,2,2,2,2,1
Gen,Gen_3,1,Gen_3-4,100,3492,1,49,Old Age Psychiatry,Consultant,2,6,6,1,1,6,1,5,6,7,7,6,3,4,5,2,2,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,continue,4,4,4,5,5,6,4,4,5,5,5,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
Gen,Gen_3,1,Gen_3-5,100,2973,1,58,Consultant Psychiatry,Consultant,1,6,6,1,1,6,6,3,4,4,2,7,4,4,7,2,2,5,2,1,5,2,2,1,2,2,2,1,1,1,2,2,continue,4,4,5,4,7,2,2,3,2,5,7,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1
